Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Timestamp,Clicked on Ad
61.22,45.0,59886.58,110.66,Enhanced homogeneous moderator,Wintersfort,Male,Bosnia and Herzegovina,2016-03-05 12:03:41,1
81.75,19.0,73941.91,133.2,Stand-alone well-modulated product,Johnsontown,Female,Indonesia,2016-06-10 11:31:33,0
34.78,27.0,36884.23,190.17,Advanced heuristic firmware,West Mariafort,Female,United Arab Emirates,2016-02-19 20:49:27,0
35.61,29.0,61172.07,158.56,Vision-oriented attitude-oriented Internet solution,West Ricardo,Female,Saint Vincent and the Grenadines,2016-02-10 19:20:51,1
55.6,24.0,52252.91,182.2,Focused upward-trending core,East Jennifer,Female,Saint Pierre and Miquelon,2016-03-31 20:55:22,0
65.59,39.0,65953.76,212.87,Optional full-range projection,Edwardsport,Male,French Polynesia,2016-07-08 03:47:41,0
89.05,50.0,57868.44,123.13,Team-oriented dynamic forecast,New Travistown,Female,Tonga,2016-05-19 14:30:17,1
41.73,28.0,73608.99,217.37,Managed zero tolerance concept,West Joseph,Male,Luxembourg,2016-07-03 12:57:03,0
37.0,30.0,33293.78,201.58,Total 5thgeneration standardization,Brianland,Female,Guinea,2016-06-29 10:50:45,1
59.51,40.0,69718.19,167.22,Digitized content-based circuit,West Gregburgh,Female,Montenegro,2016-07-13 01:48:46,0
60.83,40.0,66291.67,221.98,Synergized coherent interface,South Cynthiashire,Male,Belize,2016-05-30 20:08:51,1
55.6,24.0,52252.91,182.2,Up-sized 6thgeneration moratorium,West James,Female,Lebanon,2016-03-31 20:55:22,0
50.87,26.0,53336.76,131.68,Business-focused real-time toolset,Lake Jacqueline,Female,United Arab Emirates,2016-06-10 03:56:41,0
71.28,29.0,53431.35,120.06,Vision-oriented asynchronous Internet solution,Williamsport,Female,Uganda,2016-01-27 18:25:42,1
82.07,34.0,59785.94,243.61,Team-oriented transitional methodology,Jeremybury,Male,Namibia,2016-02-27 08:52:50,1
89.0,40.0,73882.91,132.63,Synergized coherent interface,Phelpschester,Male,Honduras,2016-06-20 08:22:09,0
80.46,25.0,50506.44,241.03,Pre-emptive next generation Internet solution,Lake John,Male,Georgia,2016-04-07 15:18:10,0
51.24,40.0,38067.08,221.98,User-friendly upward-trending intranet,Youngfort,Female,Uganda,2016-02-17 20:22:49,1
82.07,44.0,65883.39,122.31,Ameliorated discrete extranet,Jacobstad,Female,Bangladesh,2016-05-09 21:54:38,1
78.7,40.0,40468.53,167.22,Seamless optimal contingency,Youngfort,Female,Cayman Islands,2016-02-27 12:34:19,1
40.04,34.0,59785.94,160.03,Cloned explicit middleware,Kingshire,Female,Turkmenistan,2016-02-27 08:52:50,0
63.45,31.0,39799.73,207.17,Realigned tangible collaboration,New Michael,Female,Croatia,2016-01-03 07:13:53,0
80.3,29.0,69718.19,115.6,Digitized zero-defect implementation,Wilsonburgh,Female,Senegal,2016-06-12 21:21:53,0
54.88,40.0,63394.41,140.46,Fully-configurable incremental Graphical User Interface,West Gregburgh,Female,Angola,2016-07-03 04:11:40,0
80.31,44.0,78119.5,160.49,Grass-roots empowering paradigm,Hubbardmouth,Female,Gabon,2016-06-30 00:19:33,0
42.04,37.0,67132.46,201.58,Cross-group non-volatile secured line,Jacksonmouth,Female,Belgium,2016-01-08 22:47:10,0
80.46,25.0,50671.6,241.03,Focused systemic benchmark,North Raymond,Male,Georgia,2016-07-08 17:14:01,0
51.87,49.0,45632.51,168.34,Devolved human-resource circuit,West Brandonton,Female,Netherlands,2016-04-04 20:01:12,1
78.7,40.0,62669.59,221.98,Front-line system-worthy flexibility,Kellytown,Male,Greece,2016-04-28 18:34:56,0
56.57,52.0,73049.3,209.72,Front-line actuating functionalities,East Samanthashire,Male,Dominican Republic,2016-06-16 02:01:24,1
75.55,27.0,63879.72,190.17,Face-to-face analyzing encryption,North Randy,Female,Antigua and Barbuda,2016-05-08 22:24:27,1
37.87,33.0,39616.0,120.75,Focused coherent success,Silvaton,Female,Myanmar,2016-06-16 20:24:33,0
51.24,36.0,59886.58,115.26,De-engineered mobile infrastructure,Amandahaven,Male,French Polynesia,2016-07-08 03:47:41,0
41.73,49.0,40763.13,195.69,Streamlined homogeneous analyzer,West Brandonton,Male,Australia,2016-02-08 14:02:22,1
71.9,31.0,51739.63,207.17,Realigned tangible collaboration,Thomasview,Female,Madagascar,2016-05-25 00:34:59,0
74.63,29.0,61172.07,216.49,Mandatory coherent groupware,Johnstad,Female,Burundi,2016-06-19 22:08:15,0
59.05,34.0,43974.49,187.09,Team-oriented transitional methodology,New Tinamouth,Female,Brunei Darussalam,2016-02-20 09:54:06,1
55.6,35.0,25603.93,236.87,Persevering reciprocal firmware,Williamsport,Female,French Southern Territories,2016-01-26 02:47:17,1
41.89,35.0,25603.93,236.87,Optional multi-state hardware,North Johnside,Female,Hong Kong,2016-04-07 15:18:10,0
89.0,40.0,44248.52,221.98,Synergized coherent interface,Lake Patrick,Male,Belize,2016-03-12 07:18:36,1
66.12,19.0,79332.33,163.0,Self-enabling local strategy,Penatown,Female,Burundi,2016-04-04 20:01:12,0
55.6,54.0,48867.36,177.55,Virtual scalable secured line,Jeffreymouth,Female,French Guiana,2016-06-25 18:17:53,0
37.0,30.0,57877.15,244.91,Managed 6thgeneration hierarchy,Michaelland,Male,Bolivia,2016-05-08 10:25:08,0
80.03,44.0,57846.68,231.48,Quality-focused scalable utilization,Hubbardmouth,Male,Czech Republic,2016-03-02 06:35:08,1
61.22,45.0,67575.12,174.88,Secured 24hour policy,Wintersfort,Female,Taiwan,2016-03-05 12:03:41,1
60.23,43.0,73538.09,198.45,Optimized upward-trending productivity,Port Jeffrey,Male,Northern Mariana Islands,2016-04-03 21:13:46,1
75.55,36.0,59240.24,140.46,Automated mobile model,North Brandon,Female,Spain,2016-02-26 19:48:23,0
78.36,22.0,63363.04,121.07,Customizable modular Internet solution,Combsstad,Female,Cote d'Ivoire,2016-06-12 21:21:53,0
59.05,22.0,63430.33,194.23,Customizable modular Internet solution,South George,Male,Anguilla,2016-07-03 04:11:40,0
43.49,37.0,51067.54,217.37,Cross-group non-volatile secured line,Lake James,Female,Australia,2016-02-19 20:49:27,1
39.96,45.0,59610.81,174.88,Assimilated multi-state paradigm,Greerport,Female,Taiwan,2016-07-23 05:21:39,1
44.4,30.0,69428.73,201.58,Total 5thgeneration standardization,Kristinfurt,Female,Qatar,2016-03-09 06:22:03,0
84.59,35.0,37334.78,236.87,Optional multi-state hardware,Port Cassie,Female,Uruguay,2016-06-29 02:48:44,0
76.64,31.0,56180.93,207.17,Realigned tangible collaboration,Lake Ian,Female,Gabon,2016-06-21 14:32:32,0
74.54,22.0,55677.12,133.2,Configurable asynchronous application,North Isabellaville,Male,Samoa,2016-01-29 07:14:04,0
51.24,36.0,32549.95,115.26,Decentralized attitude-oriented interface,Port Cassie,Male,Korea,2016-04-04 11:39:51,1
80.71,32.0,55424.24,178.92,Business-focused transitional solution,Lisafort,Male,Ghana,2016-01-09 03:45:19,0
59.51,30.0,70492.6,201.26,Managed 6thgeneration hierarchy,Charlenetown,Male,Guinea,2016-04-05 05:54:15,0
89.05,50.0,57868.44,123.13,Realigned content-based leverage,Lake Susan,Female,Malawi,2016-05-19 14:30:17,1
65.65,30.0,53575.48,219.94,Synchronized systemic hierarchy,Kristinfurt,Female,Qatar,2016-01-05 20:58:42,0
79.52,43.0,57868.44,167.86,Optimized upward-trending productivity,Wintersfort,Male,Turkey,2016-04-03 21:13:46,1
54.88,43.0,58342.63,198.45,Reverse-engineered maximized focus group,North Kimberly,Male,Turkey,2016-02-20 20:47:05,1
37.87,38.0,51920.49,251.0,Synergized clear-thinking protocol,Port Dennis,Female,Japan,2016-01-15 19:40:47,0
84.73,40.0,38067.08,176.98,Seamless optimal contingency,Port Katelynview,Female,Uganda,2016-07-21 10:54:35,1
89.05,49.0,64564.07,187.76,Reactive composite project,Michaelmouth,Male,Tanzania,2016-02-05 16:50:58,1
39.96,45.0,67575.12,174.88,Assimilated multi-state paradigm,Greerport,Female,Taiwan,2016-03-05 12:03:41,1
55.6,31.0,56180.93,207.17,Inverse local hub,New Michael,Female,Serbia,2016-06-21 14:32:32,0
69.62,34.0,34191.23,203.84,Cloned explicit middleware,Kingshire,Male,Equatorial Guinea,2016-03-11 00:05:48,0
40.04,23.0,61617.98,172.81,Synchronized user-facing core,Hollandberg,Female,Singapore,2016-03-20 07:12:52,0
81.75,52.0,36752.24,137.43,Multi-tiered foreground Graphic Interface,Silvaton,Female,Greece,2016-03-24 06:36:52,1
52.68,35.0,73889.99,226.54,Proactive bandwidth-monitored policy,Phelpschester,Male,Bolivia,2016-01-23 18:59:21,0
40.47,35.0,54429.17,236.87,Diverse executive groupware,West Roytown,Female,Saint Vincent and the Grenadines,2016-04-01 09:21:14,0
38.37,32.0,69481.85,182.2,Up-sized 6thgeneration moratorium,Hernandezside,Female,Serbia,2016-06-09 21:43:05,1
65.56,52.0,51409.45,206.98,Secured scalable Graphical User Interface,South Lisa,Female,Belgium,2016-04-06 17:26:37,1
81.75,49.0,40763.13,195.69,Managed client-server access,Penatown,Male,Australia,2016-04-04 20:01:12,1
49.21,30.0,40182.84,140.46,Total 5thgeneration standardization,Harveyport,Female,Guinea,2016-02-17 20:22:49,1
41.73,42.0,59243.46,199.43,Innovative interactive portal,Hubbardmouth,Male,Luxembourg,2016-07-06 12:04:29,1
55.6,24.0,52252.91,182.2,Up-sized 6thgeneration moratorium,West Ricardo,Female,Algeria,2016-01-12 21:17:15,0
51.24,36.0,61610.05,140.46,Up-sized incremental encryption,New Rebecca,Female,El Salvador,2016-01-03 16:01:40,1
35.61,37.0,37334.78,111.59,Networked asymmetric infrastructure,New Brandy,Male,Libyan Arab Jamahiriya,2016-01-01 15:14:24,1
41.73,31.0,56180.93,207.17,Balanced empowering success,Port Calvintown,Female,Singapore,2016-04-01 09:21:14,0
51.24,36.0,29398.61,124.44,Inverse zero-defect capability,Youngfort,Female,Mayotte,2016-02-27 12:34:19,1
81.75,34.0,75687.46,160.03,Cloned explicit middleware,Davidstad,Female,Brunei Darussalam,2016-03-11 00:05:48,0
43.6,35.0,42993.48,221.18,Total cohesive moratorium,Port Cassie,Male,Moldova,2016-03-18 13:22:35,1
46.14,34.0,34191.23,168.34,Cloned explicit middleware,New Tinamouth,Male,Burkina Faso,2016-03-11 00:05:48,1
37.87,43.0,73538.09,167.86,Optimized upward-trending productivity,Port Jeffrey,Male,Turkey,2016-04-03 21:13:46,1
55.6,24.0,64698.58,178.92,Business-focused transitional solution,Lisafort,Male,Algeria,2016-03-30 14:36:55,0
39.3,32.0,55424.24,172.83,Focused upward-trending core,Lisafort,Female,Kuwait,2016-04-28 22:54:37,0
50.08,53.0,50671.6,174.88,Total 5thgeneration standardization,New Travistown,Male,Palestinian Territory,2016-06-09 21:43:05,1
55.6,39.0,65953.76,132.63,Phased zero-defect portal,Tammymouth,Male,Myanmar,2016-03-18 13:22:35,0
59.22,40.0,60372.64,232.78,Fully-configurable foreground solution,New Tinamouth,Male,Chad,2016-03-18 13:00:12,1
76.81,28.0,67307.43,217.37,Synchronized user-facing core,Reyesfurt,Male,Ethiopia,2016-02-28 18:52:44,0
54.88,43.0,52563.22,121.28,Devolved zero administration intranet,West Shannon,Female,Bulgaria,2016-06-26 07:01:47,0
75.42,30.0,57877.15,111.94,Operative stable moderator,East Jessefort,Male,Qatar,2016-03-18 13:00:12,0
56.34,40.0,37345.34,122.59,Business-focused transitional solution,New Tinamouth,Male,Greece,2016-05-08 10:25:08,0
86.06,32.0,55424.24,178.92,Business-focused transitional solution,Lisafort,Male,Latvia,2016-01-09 03:45:19,0
70.03,31.0,56180.93,207.17,Realigned tangible collaboration,New Michael,Female,Bouvet Island (Bouvetoya),2016-01-03 07:13:53,0
44.78,38.0,57868.44,137.24,Exclusive even-keeled moratorium,Stewartbury,Male,Jersey,2016-04-17 19:10:56,1
46.61,45.0,59886.58,174.88,Reactive upward-trending migration,Wintersfort,Female,Eritrea,2016-06-29 13:35:05,1
73.89,31.0,40182.84,207.17,Phased hybrid superstructure,Lake Brian,Female,Czech Republic,2016-05-27 15:25:52,1
86.06,32.0,55424.24,178.92,Business-focused transitional solution,Lisafort,Male,Isle of Man,2016-01-09 03:45:19,0
66.12,49.0,45632.51,168.34,Streamlined homogeneous analyzer,West Brandonton,Female,Netherlands,2016-03-16 20:19:01,1
53.68,29.0,53431.35,217.1,Centralized 24hour synergy,Kristinfurt,Male,El Salvador,2016-01-26 02:47:17,1
40.47,28.0,53058.91,217.37,Intuitive exuding service-desk,Jamiefort,Female,Venezuela,2016-02-29 23:56:06,0
80.3,37.0,53058.91,129.31,Vision-oriented attitude-oriented Internet solution,Garnerberg,Female,Croatia,2016-02-29 19:26:35,0
74.54,23.0,60514.05,158.35,Enhanced optimizing website,Hubbardmouth,Female,Czech Republic,2016-05-19 14:30:17,1
76.2,19.0,58966.22,204.02,Synchronized multi-tasking ability,West Connor,Male,Vanuatu,2016-04-18 15:54:33,0
79.52,43.0,73538.09,198.45,Optimized upward-trending productivity,Port Jeffrey,Male,Northern Mariana Islands,2016-04-03 21:13:46,1
62.18,42.0,66025.11,199.43,Virtual 5thgeneration neural-net,Hubbardmouth,Male,Czech Republic,2016-04-06 11:24:21,0
66.12,24.0,52252.91,182.2,Digitized content-based circuit,East Carlos,Female,Sri Lanka,2016-02-26 19:48:23,0
34.78,30.0,67186.54,244.91,De-engineered attitude-oriented projection,South Adamhaven,Male,Qatar,2016-05-08 10:25:08,0
49.21,30.0,54324.73,162.05,Configurable tertiary budgetary management,Davilachester,Female,Qatar,2016-04-04 20:01:12,0
65.59,54.0,45632.51,218.61,Streamlined homogeneous analyzer,South Alexisborough,Female,Australia,2016-04-04 20:01:12,1
40.04,34.0,34191.23,203.84,Cloned explicit middleware,Kingshire,Male,Namibia,2016-03-11 00:05:48,0
59.51,29.0,73910.9,136.18,Managed client-server access,Evansfurt,Male,Cuba,2016-02-14 10:06:49,0
88.12,26.0,62669.59,228.78,Intuitive radical forecast,East Kevinbury,Male,Ghana,2016-03-11 06:49:10,0
55.6,37.0,46780.09,158.56,Phased zero-defect portal,Westshire,Female,South Africa,2016-05-03 16:02:50,1
36.08,30.0,52079.18,244.91,De-engineered attitude-oriented projection,Sandraland,Male,Qatar,2016-03-18 13:00:12,0
54.08,36.0,59240.24,141.52,Cloned incremental matrices,Lake Susan,Male,Malawi,2016-01-03 16:01:40,1
38.37,36.0,32549.95,221.98,Self-enabling optimal initiative,Youngfort,Male,Belize,2016-05-30 20:08:51,1
46.61,45.0,67575.12,174.88,Secured 24hour policy,Wintersfort,Female,Taiwan,2016-06-29 13:35:05,1
47.74,40.0,60968.62,111.94,Fully-configurable foreground solution,North Brittanyburgh,Male,Malta,2016-01-17 18:45:55,1
56.64,35.0,57846.68,244.23,Face-to-face even-keeled website,West Lisa,Female,Bulgaria,2016-01-05 17:56:52,1
43.49,28.0,39799.73,217.37,Synchronized user-facing core,Kennedyfurt,Male,Luxembourg,2016-01-05 16:26:44,0
65.65,40.0,70889.68,167.22,Synchronized systemic hierarchy,New Darlene,Female,Qatar,2016-01-05 20:58:42,0
44.78,38.0,47510.42,230.93,Virtual bandwidth-monitored initiative,New Travistown,Female,Norway,2016-07-19 12:05:58,1
80.47,38.0,57868.44,170.13,Virtual bandwidth-monitored initiative,Stewartbury,Female,Western Sahara,2016-05-19 14:30:17,1
73.1,26.0,53336.76,131.68,Focused multi-state workforce,Shelbyport,Female,Saint Helena,2016-05-15 13:18:34,0
69.88,34.0,34191.23,168.34,Cloned explicit middleware,Lake Amy,Male,Equatorial Guinea,2016-03-11 00:05:48,1
79.54,30.0,50671.6,138.71,Networked stable array,North Daniel,Male,Georgia,2016-01-23 18:59:21,1
43.49,37.0,58235.21,195.69,Managed client-server access,Sarafurt,Male,Australia,2016-04-04 20:01:12,0
56.64,28.0,57846.68,244.23,Robust uniform framework,Bradleyside,Female,Niger,2016-04-04 22:00:15,0
55.6,35.0,67669.06,165.43,Secured secondary superstructure,Melissastad,Male,Hong Kong,2016-02-15 12:25:28,0
65.56,46.0,40468.53,221.98,Proactive actuating Graphical User Interface,Richardsonshire,Male,Switzerland,2016-04-06 14:16:52,1
56.39,46.0,54286.1,193.29,Self-enabling local strategy,Lake Evantown,Female,Belgium,2016-02-28 23:10:32,0
78.36,38.0,57868.44,170.13,Virtual bandwidth-monitored initiative,New Travistown,Female,Lao People's Democratic Republic,2016-07-19 12:05:58,1
75.55,26.0,53336.76,204.47,Business-focused real-time toolset,Melissastad,Male,United Arab Emirates,2016-03-11 06:49:10,0
65.77,34.0,40183.75,168.34,Cloned explicit middleware,New Tinamouth,Male,Namibia,2016-02-27 08:52:50,1
82.07,22.0,73941.91,162.03,Expanded radical software,Sarahland,Female,Burundi,2016-07-03 04:11:40,0
80.3,34.0,34191.23,168.34,Cloned explicit middleware,Port Robin,Male,Equatorial Guinea,2016-04-05 18:02:49,1
42.04,49.0,45632.51,195.69,Streamlined homogeneous analyzer,West Brandonton,Female,Australia,2016-04-04 20:01:12,1
55.6,35.0,57519.64,182.2,Profound stable product,Garciatown,Female,Myanmar,2016-07-12 10:56:21,0
61.09,25.0,63430.33,176.98,Digitized content-based circuit,East Kevinbury,Female,Lebanon,2016-05-15 13:18:34,0
65.65,40.0,70889.68,166.86,Total 5thgeneration standardization,West Richard,Female,Montenegro,2016-06-29 10:50:45,0
41.73,28.0,55121.65,172.81,Phased clear-thinking encoding,Lake Gerald,Female,Gabon,2016-02-15 16:52:04,0
59.51,36.0,76003.47,140.46,Up-sized incremental encryption,Elizabethport,Female,Uganda,2016-02-17 20:22:49,1
60.72,28.0,55121.65,172.81,Intuitive exuding service-desk,Garnerberg,Female,Gabon,2016-02-15 16:52:04,0
70.61,31.0,59677.64,207.17,Optional full-range projection,West Angelabury,Male,Singapore,2016-02-16 09:11:27,0
50.19,36.0,73882.91,115.26,Proactive bandwidth-monitored policy,Hatfieldshire,Male,Senegal,2016-06-20 08:22:09,0
40.04,23.0,56457.01,211.38,Centralized logistical secured line,Patriciahaven,Female,Serbia,2016-03-09 03:41:30,0
43.84,36.0,29398.61,140.46,Up-sized incremental encryption,East John,Female,Bahrain,2016-01-20 19:09:37,0
84.31,31.0,59886.58,183.85,Intuitive radical forecast,East Maureen,Male,Singapore,2016-01-16 08:01:40,0
80.51,55.0,38260.89,187.76,Function-based context-sensitive secured line,Combsstad,Male,Turkey,2016-07-17 01:13:56,1
80.47,55.0,66291.67,187.76,Function-based context-sensitive secured line,Hubbardmouth,Male,Northern Mariana Islands,2016-01-15 22:49:45,1
70.61,31.0,75044.35,236.87,Balanced empowering success,Laurieside,Female,Saint Pierre and Miquelon,2016-01-03 07:13:53,0
50.19,25.0,49850.52,141.89,Business-focused transitional solution,Lake John,Male,Georgia,2016-04-28 02:55:10,0
81.75,52.0,33951.63,186.37,Customizable tangible hierarchy,Shawnside,Male,Australia,2016-06-16 02:01:24,1
89.05,43.0,57868.44,198.45,Optimized upward-trending productivity,Port Jeffrey,Male,Northern Mariana Islands,2016-04-03 21:13:46,1
89.05,50.0,57868.44,163.48,Focused coherent success,Yangside,Male,Northern Mariana Islands,2016-07-06 23:09:07,1
75.55,32.0,70505.06,172.83,Focused upward-trending core,Lisafort,Female,Venezuela,2016-04-28 22:54:37,0
35.61,53.0,38609.2,172.83,Advanced modular Local Area Network,Kristinfurt,Male,Bolivia,2016-02-17 13:16:33,1
79.54,25.0,50506.44,241.03,Integrated encompassing support,Lake David,Male,Hong Kong,2016-04-28 02:55:10,0
74.54,41.0,55121.65,236.87,Robust uniform framework,Robertbury,Female,Hong Kong,2016-07-05 20:16:13,0
36.08,38.0,71455.62,132.08,Profit-focused dedicated utilization,Bowenview,Female,Western Sahara,2016-01-15 19:40:47,1
55.6,35.0,73889.99,226.54,Optional multi-state hardware,West Wendyland,Male,Niger,2016-07-02 20:23:15,0
80.46,25.0,50671.6,212.87,Pre-emptive next generation Internet solution,West Terrifurt,Male,Hong Kong,2016-04-07 15:18:10,0
56.39,54.0,54286.1,230.18,Automated stable help-desk,Reyesfurt,Female,Moldova,2016-03-31 20:55:22,1
40.47,35.0,54875.95,106.86,Optional multi-state hardware,Wrightburgh,Female,Niger,2016-07-18 01:36:37,0
80.47,48.0,72325.91,187.76,Function-based context-sensitive secured line,Burgessside,Male,Northern Mariana Islands,2016-04-17 05:08:52,1
85.56,26.0,60315.19,131.76,Sharable reciprocal project,Meyersstad,Male,Egypt,2016-07-08 03:47:41,0
41.73,31.0,61840.26,207.17,Optional full-range projection,West Angelabury,Male,Singapore,2016-07-09 11:18:02,0
75.42,30.0,70492.6,202.61,Sharable reciprocal project,Reyesfurt,Male,Bolivia,2016-05-08 10:25:08,0
55.6,24.0,52252.91,182.2,Up-sized 6thgeneration moratorium,West James,Female,Niger,2016-06-11 06:47:55,0
59.05,50.0,58633.63,123.13,Realigned content-based leverage,North Samantha,Female,Micronesia,2016-02-23 13:55:48,1
71.33,39.0,38067.08,124.44,Business-focused background synergy,Youngfort,Female,Poland,2016-01-03 16:01:40,1
55.6,54.0,42993.48,161.16,Managed 6thgeneration hierarchy,Port Destiny,Male,Belize,2016-02-09 07:21:25,1
59.51,30.0,58677.69,219.94,Synchronized systemic hierarchy,Reyesfurt,Female,Qatar,2016-03-15 20:19:20,0
51.87,60.0,51067.54,218.61,Managed client-server access,East Tiffanyport,Male,Australia,2016-01-05 16:26:44,1
72.23,40.0,75769.82,176.98,Profit-focused systemic support,New Travistown,Female,Uganda,2016-05-09 21:54:38,1
50.08,40.0,62669.59,140.15,Total 5thgeneration standardization,New Travistown,Female,Uganda,2016-07-01 01:12:04,1
89.05,38.0,44174.25,163.48,Reverse-engineered maximized focus group,North Kimberly,Male,Bangladesh,2016-05-04 05:01:37,1
35.33,29.0,53431.35,217.1,Synergized context-sensitive database,Evansfurt,Male,Uganda,2016-01-01 15:14:24,1
65.59,54.0,59457.52,218.61,Devolved human-resource circuit,Port Whitneyhaven,Male,Moldova,2016-05-31 09:06:29,1
81.9,30.0,70449.04,219.94,Synchronized systemic hierarchy,Kristinfurt,Female,Qatar,2016-01-05 20:58:42,0
37.87,41.0,64828.0,158.42,Optimized upward-trending productivity,New Tina,Male,Turkey,2016-05-31 23:42:26,1
82.07,22.0,67058.72,121.07,Universal even-keeled analyzer,Garciatown,Female,Cuba,2016-07-03 04:11:40,0
55.6,24.0,52252.91,178.92,Business-focused transitional solution,Destinyfurt,Male,Algeria,2016-03-18 13:22:35,0
34.86,30.0,57877.15,113.69,Business-focused transitional solution,Wademouth,Male,Bolivia,2016-05-08 10:25:08,0
44.64,36.0,61610.05,140.46,Innovative background conglomeration,Elizabethport,Female,Liechtenstein,2016-01-03 16:01:40,1
46.61,40.0,62669.59,221.98,Reduced background data-warehouse,South Walter,Male,Gambia,2016-05-30 20:08:51,1
39.3,32.0,69481.85,221.21,Stand-alone radical throughput,Wintersfort,Male,Bosnia and Herzegovina,2016-04-07 01:57:38,1
46.61,55.0,57014.84,187.76,Polarized tangible collaboration,Gilbertville,Female,Tonga,2016-04-21 09:30:35,1
47.74,40.0,73910.9,120.37,Extended context-sensitive monitoring,South Walter,Male,Afghanistan,2016-03-09 06:22:03,0
43.49,28.0,53058.91,217.37,Centralized logistical secured line,Port Beth,Female,Gabon,2016-02-24 06:17:18,0
40.04,49.0,45632.51,124.32,Streamlined homogeneous analyzer,West Brandonton,Female,Netherlands,2016-01-12 10:07:29,1
59.22,30.0,53188.69,244.91,Upgradable optimizing toolset,Sandraland,Male,Qatar,2016-05-08 10:25:08,0
59.51,40.0,62669.59,117.3,Multi-tiered stable leverage,Williamsport,Female,China,2016-04-03 05:10:31,1
41.73,31.0,61840.26,207.17,Sharable reciprocal project,Port Calvintown,Male,Singapore,2016-06-16 02:01:24,0
76.56,34.0,59785.94,160.03,Cloned explicit middleware,Hawkinsbury,Female,Turkmenistan,2016-03-11 00:05:48,0
35.49,28.0,71222.4,221.94,Phased hybrid superstructure,Westshire,Female,Czech Republic,2016-01-23 17:39:06,1
54.88,44.0,53922.43,163.48,Reverse-engineered maximized focus group,Port Katelynview,Female,Bangladesh,2016-05-09 21:54:38,1
60.72,23.0,56725.47,217.37,Cross-group non-volatile secured line,Reyesfurt,Female,Gabon,2016-01-27 12:38:16,0
89.05,41.0,48335.2,137.24,Synergistic reciprocal attitude,Hubbardmouth,Female,El Salvador,2016-07-06 05:34:52,1
37.0,30.0,58677.69,140.15,Public-key bi-directional Graphical User Interface,Lake Jessicaville,Male,Bolivia,2016-02-11 16:45:41,1
80.3,49.0,45632.51,113.8,Streamlined homogeneous analyzer,West Brandonton,Female,Netherlands,2016-02-05 16:50:58,1
40.47,24.0,60283.98,225.58,Robust uniform framework,Bowenview,Female,Saudi Arabia,2016-02-12 08:46:15,1
40.04,34.0,40183.75,160.03,Cloned explicit middleware,New Tinamouth,Female,Samoa,2016-04-27 04:28:17,1
82.07,48.0,52736.33,212.38,Function-based context-sensitive secured line,Burgessside,Male,Turkey,2016-07-17 01:13:56,1
40.04,23.0,25739.09,172.81,Team-oriented executive core,Hubbardmouth,Female,China,2016-01-14 14:00:09,1
59.59,34.0,40183.75,160.03,Cloned explicit middleware,Hawkinsbury,Female,Turkmenistan,2016-03-11 00:05:48,0
82.07,38.0,57868.44,154.75,Profit-focused dedicated utilization,Stewartbury,Female,Western Sahara,2016-01-15 19:40:47,1
37.87,43.0,51119.93,163.48,Optimized upward-trending productivity,Wilcoxport,Male,Turkey,2016-04-03 21:13:46,1
54.39,34.0,40183.75,168.34,Cloned explicit middleware,New Tinamouth,Male,Norfolk Island,2016-02-27 08:52:50,1
40.17,26.0,39132.64,228.78,Sharable reciprocal project,Shelbyport,Male,Samoa,2016-05-26 13:18:30,0
41.16,30.0,58677.69,174.88,Total 5thgeneration standardization,New Travistown,Female,Palestinian Territory,2016-07-21 10:54:35,1
52.84,42.0,47258.59,158.35,Team-oriented executive core,Hubbardmouth,Female,Czech Republic,2016-05-19 14:30:17,1
56.39,29.0,69646.35,198.5,Triple-buffered reciprocal time-frame,Lake Deannaborough,Male,Sweden,2016-06-12 21:21:53,0
59.05,48.0,52736.33,212.38,Function-based context-sensitive secured line,Burgessside,Female,Saint Vincent and the Grenadines,2016-07-17 01:13:56,1
51.87,60.0,54286.1,130.86,Automated multi-state toolset,Carterland,Female,Burundi,2016-07-18 01:36:37,1
47.74,36.0,50628.31,109.07,Reverse-engineered well-modulated capability,East Maureen,Male,Svalbard & Jan Mayen Islands,2016-04-13 07:07:36,0
82.07,48.0,57868.44,123.13,Proactive local focus group,Port Michaelmouth,Female,Tonga,2016-04-08 14:35:44,1
78.36,22.0,51257.26,220.05,Focused systemic benchmark,South Rebecca,Female,Lebanon,2016-02-21 07:42:48,0
44.4,35.0,61389.5,201.58,De-engineered attitude-oriented projection,Kristinfurt,Female,Venezuela,2016-06-29 10:50:45,0
67.8,26.0,74903.41,228.78,Sharable reciprocal project,Shelbyport,Male,United States of America,2016-06-16 02:01:24,1
78.84,35.0,25603.93,236.87,Optional multi-state hardware,Port Cassie,Female,Papua New Guinea,2016-07-18 01:36:37,0
67.56,36.0,32549.95,115.26,Total cohesive moratorium,Williammouth,Male,Belize,2016-01-03 16:01:40,1
47.64,60.0,66504.16,218.61,Programmable uniform website,Penatown,Male,Australia,2016-01-05 16:26:44,1
52.84,42.0,34418.09,243.61,Customizable 6thgeneration knowledge user,Stewartbury,Male,Hong Kong,2016-04-06 11:24:21,1
72.8,29.0,73910.9,195.69,Managed client-server access,Browntown,Male,Tuvalu,2016-01-05 16:26:44,0
40.04,34.0,59785.94,168.34,Cloned explicit middleware,West Brandonton,Female,Brunei Darussalam,2016-04-27 04:28:17,1
