Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Timestamp,Clicked on Ad,Hour,Day,Month
78.7,40.0,41232.89,194.62,Networked responsive application,512,0,45,2016-06-18 17:56:32,1,17,18,6
66.08,22.0,69456.83,120.06,Profit-focused secondary portal,499,0,42,2016-01-07 23:02:43,0,23,7,1
80.99,26.0,51463.17,131.68,Focused multi-state workforce,406,0,149,2016-05-15 13:18:34,0,13,15,5
70.61,31.0,56180.93,207.17,Balanced empowering success,344,0,41,2016-05-12 04:35:59,0,4,12,5
72.53,51.0,74535.94,185.46,Distributed leadingedge orchestration,434,0,29,2016-07-16 23:08:54,0,23,16,7
86.06,35.0,73889.99,226.54,Proactive bandwidth-monitored policy,35,1,133,2016-07-02 20:23:15,0,20,2,7
66.08,34.0,45632.51,168.34,Function-based incremental standardization,518,0,51,2016-03-11 00:05:48,0,0,11,3
40.04,28.0,61840.26,207.17,Synchronized user-facing core,360,1,201,2016-04-08 22:40:55,0,22,8,4
55.6,32.0,38609.2,182.2,Focused upward-trending core,129,0,96,2016-04-28 22:54:37,0,22,28,4
82.07,43.0,51119.93,198.45,Optimized upward-trending productivity,355,1,187,2016-04-03 21:13:46,1,21,3,4
41.73,28.0,39799.73,217.37,Sharable reciprocal project,479,1,105,2016-05-28 12:20:15,0,12,28,5
34.78,36.0,32549.95,115.26,Robust web-enabled attitude,313,1,18,2016-06-20 08:22:09,1,8,20,6
40.04,23.0,25739.09,222.87,Team-oriented executive core,333,0,35,2016-01-14 14:00:09,0,14,14,1
54.97,33.0,41547.62,204.02,Customizable tangible hierarchy,279,1,200,2016-03-02 04:02:45,0,4,2,3
72.55,31.0,56180.93,207.17,Optional full-range projection,442,0,162,2016-05-25 00:34:59,0,0,25,5
42.04,37.0,75180.2,158.56,Digitized radical architecture,260,1,119,2016-05-24 09:50:41,0,9,24,5
55.6,24.0,52252.91,182.2,Profound optimizing utilization,516,1,125,2016-03-18 13:22:35,0,13,18,3
41.73,28.0,44174.25,204.79,Front-line zero-defect array,360,0,48,2016-02-26 01:18:44,0,1,26,2
66.08,52.0,64021.55,229.12,Self-enabling local strategy,407,0,31,2016-04-04 08:19:54,1,8,4,4
83.71,42.0,50723.67,238.58,Innovative interactive portal,136,0,161,2016-04-06 11:24:21,1,11,6,4
82.07,44.0,57846.68,226.69,Future-proofed fresh-thinking conglomeration,29,0,25,2016-01-12 03:28:31,0,3,12,1
41.73,28.0,73608.99,221.94,Organized global flexibility,239,1,105,2016-03-09 06:22:03,1,6,9,3
60.53,34.0,59785.94,160.03,Function-based incremental standardization,124,0,24,2016-02-27 08:52:50,0,8,27,2
66.18,31.0,61840.26,240.64,Optional full-range projection,460,1,166,2016-05-19 11:16:59,0,11,19,5
64.75,27.0,64021.55,239.32,Multi-lateral multi-state encryption,425,0,117,2016-01-16 23:37:51,1,23,16,1
50.19,36.0,50628.31,126.39,Reverse-engineered well-modulated capability,76,1,84,2016-04-13 07:07:36,1,7,13,4
70.39,36.0,59593.56,115.26,Ameliorated actuating workforce,264,1,84,2016-01-03 16:01:40,0,16,3,1
40.04,23.0,61617.98,222.87,Team-oriented executive core,136,0,44,2016-02-15 16:52:04,0,16,15,2
47.53,32.0,55424.24,172.83,Focused upward-trending core,129,0,96,2016-04-28 22:54:37,0,22,28,4
51.87,60.0,51067.54,119.86,Polarized 5thgeneration matrix,117,0,143,2016-04-20 10:04:29,1,10,20,4
55.6,35.0,31947.65,236.87,Robust uniform framework,172,0,116,2016-02-12 08:46:15,1,8,12,2
72.19,51.0,74535.94,191.82,Managed well-modulated collaboration,198,1,105,2016-03-05 20:53:19,0,20,5,3
70.44,34.0,34191.23,168.34,Cloned explicit middleware,182,1,50,2016-03-11 00:05:48,0,0,11,3
57.99,49.0,39031.89,195.69,Managed client-server access,464,1,0,2016-03-02 04:57:51,1,4,2,3
59.05,50.0,43974.49,123.13,Centralized tertiary pricing structure,27,0,79,2016-01-09 04:53:22,1,4,9,1
46.61,41.0,71157.05,187.76,Inverse high-level capability,136,0,128,2016-05-30 20:07:59,1,20,30,5
54.88,51.0,74535.94,185.46,Distributed leadingedge orchestration,475,0,178,2016-01-31 05:12:44,1,5,31,1
62.42,29.0,69646.35,198.5,Programmable uniform website,415,1,9,2016-06-22 07:33:21,0,7,22,6
82.07,43.0,56770.79,157.04,Reverse-engineered maximized focus group,355,0,14,2016-04-17 21:39:11,1,21,17,4
84.73,30.0,73174.19,240.95,Self-enabling optimal initiative,209,0,75,2016-03-04 08:48:29,1,8,4,3
49.21,46.0,54286.1,253.48,Automated multi-state toolset,381,0,23,2016-02-28 23:10:32,0,23,28,2
80.3,49.0,45632.51,113.8,Streamlined homogeneous analyzer,464,0,128,2016-04-04 20:01:12,1,20,4,4
88.04,38.0,57868.44,230.93,Profit-focused dedicated utilization,14,0,203,2016-01-15 19:40:47,1,19,15,1
86.06,35.0,73889.99,119.2,Total cohesive moratorium,512,1,104,2016-03-18 13:22:35,1,13,18,3
55.6,54.0,53188.69,161.16,Virtual scalable secured line,71,1,168,2016-06-13 13:59:51,1,13,13,6
56.16,41.0,48335.2,176.98,Profit-focused secondary portal,359,0,14,2016-04-17 21:39:11,1,21,17,4
71.28,54.0,31523.09,240.63,Phased zero tolerance extranet,267,0,44,2016-01-16 23:37:51,1,23,16,1
80.3,49.0,39031.89,195.69,Streamlined homogeneous analyzer,464,1,9,2016-04-04 20:01:12,1,20,4,4
89.05,44.0,57846.68,187.76,Customizable systematic service-desk,438,1,82,2016-01-23 18:59:21,0,18,23,1
46.61,43.0,73538.09,163.48,Optimized upward-trending productivity,359,0,14,2016-04-17 21:39:11,1,21,17,4
59.59,23.0,25739.09,222.87,Enhanced optimizing website,136,0,161,2016-07-19 12:05:58,1,12,19,7
40.47,36.0,32549.95,140.46,Digitized contextually-based product,294,0,149,2016-01-03 07:13:53,0,7,3,1
40.19,42.0,57868.44,199.43,Innovative interactive portal,436,1,44,2016-04-06 11:24:21,1,11,6,4
40.04,34.0,40183.75,160.03,Function-based incremental standardization,284,0,24,2016-02-27 08:52:50,0,8,27,2
82.79,35.0,39840.55,236.87,Vision-oriented attitude-oriented Internet solution,478,0,198,2016-02-29 23:56:06,1,23,29,2
68.01,26.0,51463.17,259.76,Business-focused real-time toolset,402,0,193,2016-04-17 06:58:18,0,6,17,4
60.53,29.0,38067.08,233.04,Self-enabling local strategy,433,0,170,2016-04-21 16:10:50,1,16,21,4
59.22,49.0,45632.51,113.8,Streamlined homogeneous analyzer,464,0,128,2016-04-04 20:01:12,1,20,4,4
56.39,54.0,58966.22,218.61,Automated stable help-desk,97,1,9,2016-01-05 16:26:44,1,16,5,1
43.49,37.0,23936.86,217.37,Integrated impactful groupware,379,0,131,2016-05-30 18:08:19,0,18,30,5
56.39,36.0,76003.47,141.52,Up-sized incremental encryption,316,0,18,2016-05-08 22:24:27,1,22,8,5
82.07,48.0,52736.33,123.13,Integrated coherent pricing structure,27,0,79,2016-07-17 01:13:56,1,1,17,7
41.84,29.0,53431.35,158.56,Mandatory coherent groupware,37,0,146,2016-01-14 00:23:10,0,0,14,1
40.47,27.0,36884.23,131.29,Configurable tertiary capability,76,1,52,2016-01-12 10:07:29,0,10,12,1
41.73,28.0,63727.5,217.37,Synchronized user-facing core,177,1,167,2016-07-03 12:57:03,0,12,3,7
71.84,54.0,61228.96,161.16,Universal global intranet,506,1,9,2016-05-31 09:06:29,1,9,31,5
89.34,29.0,56113.37,225.58,Digitized zero-defect implementation,516,0,55,2016-06-19 22:08:15,0,22,19,6
59.51,60.0,40468.53,218.61,Polarized 5thgeneration matrix,519,0,7,2016-02-27 12:34:19,1,12,27,2
57.24,43.0,73538.09,198.45,Optimized upward-trending productivity,355,1,136,2016-07-17 01:13:56,1,1,17,7
37.0,30.0,57877.15,219.94,Front-line bandwidth-monitored capacity,73,0,149,2016-06-29 10:50:45,0,10,29,6
43.59,40.0,73882.91,164.02,Synergized coherent interface,167,1,168,2016-06-20 08:22:09,0,8,20,6
74.88,36.0,32549.95,109.07,Reverse-engineered well-modulated capability,2,1,146,2016-04-21 16:10:50,0,16,21,4
54.88,22.0,67058.72,121.07,Digitized content-based circuit,401,0,197,2016-04-17 21:39:11,0,21,17,4
79.52,25.0,50671.6,141.89,Configurable disintermediate throughput,318,1,81,2016-04-07 15:18:10,0,15,7,4
80.3,37.0,53058.91,258.62,Streamlined homogeneous analyzer,506,0,9,2016-05-31 09:06:29,1,9,31,5
41.16,39.0,38067.08,124.44,Intuitive exuding service-desk,461,0,98,2016-05-08 22:24:27,0,22,8,5
87.35,42.0,61690.93,243.61,Innovative interactive portal,207,0,74,2016-04-06 11:24:21,0,11,6,4
56.3,29.0,53431.35,216.49,Front-line heuristic data-warehouse,64,0,27,2016-05-03 16:02:50,0,16,3,5
46.61,38.0,64564.07,230.93,Profit-focused dedicated utilization,14,0,203,2016-01-15 19:40:47,1,19,15,1
83.4,34.0,20592.99,160.03,Cloned explicit middleware,182,1,126,2016-03-11 00:05:48,0,0,11,3
82.07,22.0,51363.16,121.07,Customizable modular Internet solution,167,0,111,2016-07-03 04:11:40,0,4,3,7
60.53,22.0,48335.2,261.02,Customizable modular Internet solution,292,0,101,2016-04-21 09:30:35,1,9,21,4
74.54,23.0,25739.09,172.81,Managed disintermediate capability,136,0,35,2016-05-19 14:30:17,1,14,19,5
69.62,34.0,34191.23,203.84,Cloned explicit middleware,182,1,126,2016-03-11 00:05:48,0,0,11,3
56.16,30.0,58543.94,140.46,User-centric attitude-oriented adapter,475,0,75,2016-01-31 06:14:10,1,6,31,1
84.73,45.0,31092.93,138.71,Enhanced homogeneous moderator,515,1,110,2016-03-05 12:03:41,1,12,5,3
82.07,43.0,52563.22,121.28,Reverse-engineered maximized focus group,359,0,14,2016-04-17 21:39:11,1,21,17,4
59.51,29.0,53431.35,130.86,Self-enabling local strategy,86,0,9,2016-01-11 02:07:14,1,2,11,1
89.0,40.0,60968.62,132.63,Sharable reciprocal project,286,1,59,2016-03-31 20:55:22,0,20,31,3
69.15,35.0,36884.23,236.87,Optional multi-state hardware,516,0,141,2016-07-18 01:36:37,0,1,18,7
59.22,49.0,56729.78,195.69,Organic logistical adapter,464,1,9,2016-04-04 20:01:12,1,20,4,4
73.1,31.0,27262.51,207.17,Profit-focused attitude-oriented task-force,149,0,198,2016-05-06 21:07:31,0,21,6,5
46.14,23.0,56725.47,195.69,Managed client-server access,464,1,9,2016-04-04 20:01:12,1,20,4,4
68.18,23.0,32252.38,217.37,Inverse local hub,128,0,44,2016-01-27 12:38:16,0,12,27,1
46.31,31.0,61840.26,207.17,Optional full-range projection,460,1,15,2016-05-10 07:22:37,0,7,10,5
81.9,41.0,39799.73,219.94,Cross-platform logistical pricing structure,379,0,149,2016-06-29 10:50:45,0,10,29,6
55.6,35.0,42993.48,221.18,Total cohesive moratorium,363,1,92,2016-03-18 13:22:35,1,13,18,3
71.33,28.0,68877.02,126.95,Cloned object-oriented benchmark,506,0,169,2016-05-08 22:24:27,1,22,8,5
81.58,45.0,59610.81,234.26,Fully-configurable foreground solution,441,1,74,2016-03-18 13:00:12,0,13,18,3
80.31,31.0,56180.93,204.79,Intuitive exuding service-desk,229,0,162,2016-02-26 22:46:43,0,22,26,2
52.84,23.0,60514.05,238.58,Enhanced optimizing website,136,0,44,2016-04-06 11:24:21,1,11,6,4
60.23,41.0,50671.6,234.26,Enterprise-wide tangible model,283,1,80,2016-05-13 11:57:12,1,11,13,5
40.17,26.0,62669.59,228.78,Compatible intangible customer loyalty,100,1,1,2016-03-11 06:49:10,0,6,11,3
83.71,38.0,57868.44,170.13,Profit-focused dedicated utilization,136,0,203,2016-07-19 12:05:58,1,12,19,7
68.01,19.0,40468.53,229.12,Configurable tertiary capability,200,0,17,2016-04-06 14:16:52,1,14,6,4
69.5,27.0,61428.18,139.32,Seamless composite budgetary management,167,1,59,2016-03-23 21:06:51,0,21,23,3
60.23,44.0,73538.09,139.34,Focused coherent success,418,1,136,2016-02-06 17:48:28,0,17,6,2
50.19,25.0,50671.6,141.89,Business-focused transitional solution,258,1,74,2016-03-18 13:00:12,0,13,18,3
59.59,22.0,63363.04,208.24,Profit-focused secondary portal,292,0,10,2016-07-03 04:11:40,0,4,3,7
40.42,45.0,59610.81,135.31,Enhanced homogeneous moderator,515,1,21,2016-07-10 17:24:51,1,17,10,7
41.73,31.0,61840.26,207.17,Optional full-range projection,460,1,166,2016-02-08 14:02:22,0,14,8,2
59.51,40.0,40468.53,167.22,Networked responsive application,263,0,36,2016-03-31 20:55:22,1,20,31,3
56.3,28.0,53058.91,172.81,Intuitive exuding service-desk,181,0,163,2016-01-05 20:58:42,0,20,5,1
40.04,42.0,60514.05,238.58,Enhanced optimizing website,136,0,194,2016-04-06 11:24:21,1,11,6,4
40.04,34.0,34191.23,160.03,Cloned explicit middleware,367,1,157,2016-02-27 08:52:50,1,8,27,2
80.3,46.0,66291.67,231.95,Front-line system-worthy flexibility,279,1,200,2016-02-24 19:08:11,1,19,24,2
65.56,46.0,33951.63,194.23,Universal empowering adapter,421,1,9,2016-01-12 10:07:29,1,10,12,1
55.6,31.0,56180.93,171.23,Inverse local hub,229,0,189,2016-02-26 22:46:43,0,22,26,2
73.38,25.0,49850.52,178.85,Digitized content-based circuit,414,0,62,2016-06-10 00:35:15,0,0,10,6
83.97,36.0,50628.31,109.07,Team-oriented zero-defect initiative,460,1,3,2016-02-15 20:41:05,1,20,15,2
65.07,23.0,55121.65,172.81,Monitored context-sensitive initiative,136,1,196,2016-03-09 03:41:30,0,3,9,3
43.49,37.0,23936.86,109.29,Cross-group non-volatile secured line,260,1,15,2016-01-18 02:51:13,0,2,18,1
88.12,41.0,50628.31,144.77,Robust uniform framework,426,1,52,2016-01-23 18:59:21,0,18,23,1
40.42,45.0,60315.19,198.45,Total grid-enabled application,515,1,33,2016-03-17 05:00:12,0,5,17,3
51.87,37.0,62772.42,109.29,Robust uniform framework,258,1,105,2016-01-26 02:47:17,1,2,26,1
42.04,37.0,23936.86,181.02,Total directional approach,163,0,162,2016-02-10 19:20:51,1,19,10,2
80.3,37.0,53058.91,128.17,Centralized logistical secured line,519,0,9,2016-02-19 20:49:27,0,20,19,2
43.6,39.0,39840.55,236.87,Robust holistic application,478,0,198,2016-05-06 21:07:31,1,21,6,5
62.14,42.0,57868.44,243.61,Robust logistical utilization,136,1,44,2016-06-24 08:42:20,1,8,24,6
59.22,37.0,68877.02,108.1,Vision-oriented attitude-oriented Internet solution,516,0,27,2016-02-22 07:04:05,0,7,22,2
71.03,39.0,38067.08,124.44,Cloned object-oriented benchmark,506,0,86,2016-05-08 22:24:27,1,22,8,5
44.78,26.0,32252.38,131.76,Programmable uniform website,406,1,46,2016-01-05 16:26:44,0,16,5,1
88.12,38.0,56782.18,230.93,Vision-oriented attitude-oriented Internet solution,417,0,191,2016-06-16 03:17:45,1,3,16,6
68.18,28.0,55121.65,172.81,Inverse local hub,379,0,62,2016-02-15 16:52:04,0,16,15,2
89.05,44.0,33553.9,187.76,Down-sized background groupware,436,1,137,2016-04-17 19:10:56,1,19,17,4
70.44,49.0,50723.67,125.45,Robust uniform framework,493,0,12,2016-04-06 11:24:21,0,11,6,4
84.73,45.0,66574.0,158.42,Optimized upward-trending productivity,515,1,192,2016-03-05 12:03:41,1,12,5,3
59.59,22.0,51257.26,136.21,Programmable empowering orchestration,41,0,40,2016-02-10 06:37:56,0,6,10,2
70.44,34.0,59785.94,160.03,Function-based incremental standardization,147,0,24,2016-04-10 19:48:01,0,19,10,4
74.54,34.0,59785.94,203.44,Cloned explicit middleware,284,0,24,2016-04-27 04:28:17,1,4,27,4
80.3,52.0,33951.63,186.37,Programmable uniform website,336,1,9,2016-01-05 16:26:44,1,16,5,1
51.24,39.0,38067.08,214.42,Phased zero tolerance extranet,272,0,168,2016-01-03 17:10:05,1,17,3,1
55.6,54.0,42993.48,240.63,Automated stable help-desk,71,0,156,2016-03-31 20:55:22,1,20,31,3
82.07,48.0,52736.33,123.13,Integrated coherent pricing structure,27,1,23,2016-07-17 01:13:56,1,1,17,7
88.12,25.0,50671.6,241.03,Up-sized maximized model,283,1,64,2016-04-28 02:55:10,0,2,28,4
56.39,46.0,58966.22,231.95,Proactive actuating Graphical User Interface,406,1,9,2016-02-09 05:28:18,1,5,9,2
60.53,38.0,51920.49,154.75,Virtual bandwidth-monitored initiative,436,0,203,2016-07-19 12:05:58,1,12,19,7
32.91,29.0,53431.35,216.49,Re-engineered optimal policy,37,0,149,2016-01-14 00:23:10,0,0,14,1
89.0,38.0,18368.57,198.45,Devolved zero administration intranet,508,1,187,2016-02-28 23:54:44,1,23,28,2
40.47,35.0,25603.93,236.87,De-engineered attitude-oriented projection,516,0,149,2016-07-18 01:36:37,0,1,18,7
49.21,27.0,36884.23,193.29,Configurable tertiary capability,63,0,149,2016-04-24 13:46:10,1,13,24,4
55.6,29.0,50055.33,158.56,Diverse leadingedge website,196,0,191,2016-04-22 22:01:21,1,22,22,4
59.51,29.0,69646.35,200.71,Digitized content-based circuit,499,0,27,2016-06-12 21:21:53,0,21,12,6
74.27,51.0,41547.62,184.23,Extended context-sensitive monitoring,281,1,80,2016-07-13 01:48:46,1,1,13,7
81.22,26.0,51463.17,259.76,Function-based optimizing protocol,357,0,25,2016-03-30 23:40:52,1,23,30,3
78.79,36.0,50628.31,203.9,Total cohesive moratorium,519,1,18,2016-04-10 03:30:16,1,3,10,4
50.63,39.0,19991.72,236.87,Vision-oriented attitude-oriented Internet solution,172,0,201,2016-04-07 15:18:10,0,15,7,4
53.92,42.0,61840.26,243.61,Virtual 5thgeneration neural-net,436,1,194,2016-04-06 11:24:21,1,11,6,4
69.62,34.0,60283.98,224.44,Cloned explicit middleware,333,1,44,2016-07-19 12:05:58,1,12,19,7
51.24,36.0,70592.81,140.46,Progressive clear-thinking open architecture,461,0,122,2016-07-18 01:36:37,0,1,18,7
36.73,42.0,60514.05,238.58,Right-sized mobile initiative,207,0,129,2016-05-19 14:30:17,1,14,19,5
41.73,28.0,61840.26,199.39,Managed zero tolerance concept,98,1,105,2016-04-21 19:56:24,0,19,21,4
67.69,40.0,44248.52,111.8,Assimilated actuating policy,42,1,59,2016-02-28 23:54:44,0,23,28,2
38.37,32.0,69481.85,172.83,Profound maximized workforce,218,0,163,2016-06-09 21:43:05,1,21,9,6
49.21,40.0,62669.59,111.94,Fully-configurable foreground solution,284,1,68,2016-01-17 18:45:55,0,18,17,1
53.68,29.0,50960.08,216.49,Mandatory coherent groupware,161,0,98,2016-02-11 13:26:22,0,13,11,2
89.34,32.0,55424.24,178.92,Business-focused transitional solution,234,1,99,2016-03-31 20:55:22,0,20,31,3
56.39,54.0,58966.22,218.61,Automated stable help-desk,354,1,44,2016-06-17 20:18:27,1,20,17,6
54.08,36.0,50628.31,115.26,Operative stable moderator,56,1,80,2016-06-20 08:22:09,0,8,20,6
59.59,48.0,43974.49,157.04,Polarized tangible collaboration,27,0,23,2016-07-17 01:13:56,1,1,17,7
59.51,60.0,58966.22,153.76,Universal empowering adapter,513,0,9,2016-01-05 16:26:44,1,16,5,1
75.84,25.0,50506.44,241.03,Multi-layered fresh-thinking neural-net,335,0,118,2016-07-08 17:14:01,0,17,8,7
86.06,32.0,55424.24,178.92,Business-focused transitional solution,234,1,99,2016-03-31 20:55:22,0,20,31,3
79.81,23.0,56457.01,211.38,Synchronized user-facing core,136,1,41,2016-05-19 14:30:17,1,14,19,5
60.23,43.0,53922.43,163.48,Reverse-engineered maximized focus group,517,0,14,2016-04-03 21:13:46,1,21,3,4
46.61,41.0,76435.3,126.39,Polarized logistical hub,118,0,49,2016-05-25 20:10:02,1,20,25,5
59.59,34.0,59785.94,160.03,Cloned explicit middleware,284,0,158,2016-04-27 04:28:17,1,4,27,4
80.47,35.0,64564.07,131.55,Reactive composite project,283,1,57,2016-03-14 14:13:05,1,14,14,3
53.92,31.0,56180.93,240.64,Sharable reciprocal project,460,1,88,2016-07-08 03:47:41,0,3,8,7
55.6,35.0,73889.99,236.87,Persevering reciprocal firmware,516,1,133,2016-01-26 02:47:17,0,2,26,1
83.71,38.0,57868.44,137.24,Profit-focused dedicated utilization,285,0,25,2016-04-22 02:07:01,1,2,22,4
39.36,42.0,57868.44,238.58,Innovative interactive portal,207,1,44,2016-01-15 19:40:47,1,19,15,1
80.3,52.0,33951.63,229.12,Devolved regional moderator,80,1,176,2016-01-12 10:07:29,1,10,12,1
51.56,52.0,73049.3,234.75,Streamlined homogeneous analyzer,464,0,51,2016-02-05 16:50:58,1,16,5,2
67.85,28.0,72203.96,138.87,Organized global flexibility,260,1,102,2016-07-08 03:47:41,0,3,8,7
46.61,43.0,66291.67,198.45,Polarized tangible collaboration,355,0,14,2016-01-04 22:27:25,1,22,4,1
55.6,35.0,57739.03,226.54,Business-focused real-time toolset,230,1,81,2016-07-02 20:23:15,0,20,2,7
36.73,31.0,59886.58,207.17,Enterprise-wide tangible model,460,1,81,2016-03-30 01:05:34,0,1,30,3
81.75,33.0,58966.22,215.18,Adaptive contextually-based methodology,418,1,200,2016-07-03 04:11:40,0,4,3,7
81.75,49.0,45632.51,168.34,Streamlined homogeneous analyzer,50,0,51,2016-03-11 00:05:48,0,0,11,3
80.3,60.0,68448.94,195.69,Self-enabling local strategy,464,0,128,2016-04-04 20:01:12,1,20,4,4
59.51,30.0,58677.69,219.94,Synchronized systemic hierarchy,184,0,149,2016-06-29 10:50:45,0,10,29,6
80.3,49.0,39031.89,195.69,Streamlined homogeneous analyzer,464,1,9,2016-04-04 20:01:12,1,20,4,4
60.53,22.0,56683.32,133.2,Extended analyzing emulation,303,0,158,2016-06-12 21:21:53,0,21,12,6
41.73,28.0,61840.26,221.94,Organized global flexibility,479,1,105,2016-04-08 22:40:55,0,22,8,4
56.39,46.0,33951.63,231.95,Proactive actuating Graphical User Interface,421,1,9,2016-04-06 14:16:52,1,14,6,4
52.68,39.0,71222.4,199.79,Networked even-keeled workforce,197,1,3,2016-01-14 16:30:38,0,16,14,1
37.0,32.0,55424.24,178.92,Business-focused transitional solution,234,1,66,2016-03-31 20:55:22,0,20,31,3
40.47,54.0,64021.55,222.25,Front-line bandwidth-monitored capacity,256,0,171,2016-02-26 19:48:23,0,19,26,2
53.92,28.0,53058.91,230.52,Intuitive exuding service-desk,506,0,39,2016-01-23 17:39:06,1,17,23,1
55.6,24.0,52252.91,182.2,Profound optimizing utilization,477,0,2,2016-01-31 05:12:44,0,5,31,1
85.62,25.0,39699.13,236.19,Customizable multi-tasking website,461,0,193,2016-06-03 06:34:44,0,6,3,6
54.88,50.0,52736.33,123.13,Integrated coherent pricing structure,321,0,118,2016-06-26 11:52:18,1,11,26,6
35.61,37.0,75180.2,108.1,Vision-oriented attitude-oriented Internet solution,405,0,61,2016-02-10 19:20:51,1,19,10,2
53.68,29.0,53431.35,217.1,Multi-channeled scalable moratorium,506,1,119,2016-03-24 02:01:55,1,2,24,3
90.97,49.0,64564.07,187.76,Reactive composite project,10,1,160,2016-02-05 16:50:58,0,16,5,2
52.84,42.0,60514.05,146.8,Innovative interactive portal,136,0,44,2016-07-19 12:05:58,1,12,19,7
55.6,35.0,56113.37,236.87,Business-focused real-time toolset,306,0,193,2016-04-07 15:18:10,0,15,7,4
57.86,40.0,40468.53,229.12,User-friendly upward-trending intranet,519,0,14,2016-02-17 20:22:49,1,20,17,2
56.39,40.0,38067.08,140.46,Face-to-face analyzing encryption,316,0,193,2016-07-13 16:12:24,1,16,13,7
63.45,42.0,58151.87,231.48,Virtual 5thgeneration neural-net,328,1,44,2016-02-19 13:26:24,0,13,19,2
56.39,29.0,69456.83,221.98,Profit-focused attitude-oriented task-force,23,0,17,2016-01-11 02:07:14,1,2,11,1
65.65,29.0,56113.37,112.72,Balanced executive definition,64,0,27,2016-07-13 07:41:42,0,7,13,7
83.4,22.0,41851.38,219.69,Digitized content-based circuit,147,0,161,2016-03-11 00:05:48,0,0,11,3
59.05,38.0,57868.44,218.97,Vision-oriented attitude-oriented Internet solution,201,0,185,2016-05-30 20:07:59,1,20,30,5
47.48,29.0,61172.07,158.56,Programmable uniform website,495,0,2,2016-04-17 21:39:11,0,21,17,4
40.47,29.0,56113.37,208.05,Digitized zero-defect implementation,514,0,27,2016-06-19 22:08:15,0,22,19,6
66.08,33.0,39616.0,122.31,Grass-roots coherent extranet,407,0,32,2016-05-12 21:32:06,1,21,12,5
50.33,31.0,56180.93,124.44,Phased hybrid superstructure,269,0,201,2016-06-15 11:56:41,0,11,15,6
45.7,32.0,69481.85,178.92,Business-focused transitional solution,234,1,66,2016-01-09 03:45:19,0,3,9,1
73.89,31.0,39799.73,212.87,Sharable reciprocal project,269,0,102,2016-06-21 14:32:32,0,14,21,6
86.06,32.0,55424.24,178.92,Business-focused transitional solution,234,1,66,2016-03-31 20:55:22,0,20,31,3
46.61,29.0,66429.84,120.06,Configurable mission-critical algorithm,488,0,68,2016-05-12 21:32:06,1,21,12,5
59.59,48.0,43974.49,167.67,Polarized tangible collaboration,27,0,14,2016-04-21 09:30:35,1,9,21,4
89.05,51.0,57868.44,111.94,Focused coherent success,517,1,26,2016-04-03 21:13:46,1,21,3,4
56.39,46.0,33951.63,194.23,Virtual 5thgeneration neural-net,421,1,42,2016-01-12 10:07:29,1,10,12,1
55.6,54.0,38609.2,182.2,Focused upward-trending core,64,0,13,2016-03-31 20:55:22,0,20,31,3
55.6,39.0,61601.05,222.25,Intuitive exuding service-desk,105,0,133,2016-07-03 09:22:30,0,9,3,7
51.24,32.0,69481.85,219.94,Up-sized 6thgeneration moratorium,129,0,163,2016-06-09 21:43:05,1,21,9,6
41.73,28.0,59677.64,199.39,Sharable reciprocal project,75,1,3,2016-01-05 16:26:44,0,16,5,1
83.71,26.0,50628.31,126.39,Upgradable multi-tasking initiative,75,1,89,2016-01-08 19:38:45,0,19,8,1
55.6,39.0,56180.93,124.44,Intuitive exuding service-desk,289,0,13,2016-06-10 10:11:00,0,10,10,6
51.3,48.0,34418.09,123.13,Function-based context-sensitive secured line,27,1,187,2016-07-17 01:13:56,1,1,17,7
74.54,50.0,57868.44,123.13,Realigned content-based leverage,278,0,185,2016-04-04 07:07:46,1,7,4,4
50.63,39.0,37334.78,210.6,Operative full-range forecast,260,1,105,2016-06-20 14:20:52,1,14,20,6
54.88,43.0,54106.21,121.28,Reverse-engineered maximized focus group,359,0,136,2016-05-09 21:54:38,1,21,9,5
44.78,38.0,72272.9,206.98,Monitored executive architecture,436,1,203,2016-05-13 11:57:12,1,11,13,5
39.36,23.0,25739.09,172.81,Networked impactful framework,333,0,166,2016-02-08 07:33:22,0,7,8,2
80.31,31.0,67575.12,174.88,Stand-alone radical throughput,118,0,62,2016-06-30 00:19:33,1,0,30,6
52.68,39.0,42993.48,109.29,Total cohesive moratorium,258,1,105,2016-06-20 14:20:52,1,14,20,6
37.87,38.0,70582.55,130.83,Monitored executive architecture,436,1,203,2016-04-17 19:10:56,1,19,17,4
51.87,37.0,53058.91,217.37,Robust uniform framework,360,0,119,2016-06-05 07:54:30,1,7,5,6
72.8,38.0,72203.96,196.61,Front-line methodical utilization,411,1,133,2016-03-02 04:02:45,0,4,2,3
38.37,32.0,38609.2,172.83,Focused upward-trending core,234,1,34,2016-03-31 20:55:22,0,20,31,3
63.26,34.0,20592.99,126.95,Cloned explicit middleware,182,1,126,2016-03-15 19:35:19,0,19,15,3
60.83,36.0,32549.95,109.07,Self-enabling optimal initiative,519,1,60,2016-04-27 04:28:17,1,4,27,4
80.71,29.0,61172.07,216.49,Sharable reciprocal project,59,1,2,2016-01-05 07:52:48,0,7,5,1
80.51,42.0,57868.44,199.43,Face-to-face mission-critical definition,136,1,44,2016-05-19 14:30:17,1,14,19,5
